category,subcategory,style,color,name,asset_key,base_path,rarity,price_cr,obtain_method
head,faces,neutral,fur_white,Neutral Faces Fur_White,faces_neutral_fur_white,\AssetsStore\spritesheets\head\faces\neutral\fur_white.png,common,3,store
head,faces,neutral,green,Neutral Faces Green,faces_neutral_green,\AssetsStore\spritesheets\head\faces\neutral\green.png,rare,0,gacha
head,faces,neutral,lavender,Neutral Faces Lavender,faces_neutral_lavender,\AssetsStore\spritesheets\head\faces\neutral\lavender.png,epic,0,gacha
head,faces,neutral,light,Neutral Faces Light,faces_neutral_light,\AssetsStore\spritesheets\head\faces\neutral\light.png,common,3,store
head,faces,neutral,olive,Neutral Faces Olive,faces_neutral_olive,\AssetsStore\spritesheets\head\faces\neutral\olive.png,rare,0,gacha
head,faces,neutral,pale_green,Neutral Faces Pale_Green,faces_neutral_pale_green,\AssetsStore\spritesheets\head\faces\neutral\pale_green.png,rare,0,gacha
head,faces,neutral,taupe,Neutral Faces Taupe,faces_neutral_taupe,\AssetsStore\spritesheets\head\faces\neutral\taupe.png,rare,0,gacha
head,faces,neutral,zombie,Neutral Faces Zombie,faces_neutral_zombie,\AssetsStore\spritesheets\head\faces\neutral\zombie.png,legendary,0,gacha
head,faces,neutral,zombie_green,Neutral Faces Zombie_Green,faces_neutral_zombie_green,\AssetsStore\spritesheets\head\faces\neutral\zombie_green.png,legendary,0,gacha
head,faces,look_r,amber,Look_R Faces Amber,faces_look_r_amber,\AssetsStore\spritesheets\head\faces\look_r\amber.png,rare,0,gacha
head,faces,look_r,black,Look_R Faces Black,faces_look_r_black,\AssetsStore\spritesheets\head\faces\look_r\black.png,common,3,store
head,faces,look_r,blue,Look_R Faces Blue,faces_look_r_blue,\AssetsStore\spritesheets\head\faces\look_r\blue.png,rare,0,gacha
head,faces,look_r,bright_green,Look_R Faces Bright_Green,faces_look_r_bright_green,\AssetsStore\spritesheets\head\faces\look_r\bright_green.png,epic,0,gacha
head,faces,look_r,bronze,Look_R Faces Bronze,faces_look_r_bronze,\AssetsStore\spritesheets\head\faces\look_r\bronze.png,epic,0,gacha
head,faces,look_r,brown,Look_R Faces Brown,faces_look_r_brown,\AssetsStore\spritesheets\head\faces\look_r\brown.png,common,3,store
head,faces,look_r,dark_green,Look_R Faces Dark_Green,faces_look_r_dark_green,\AssetsStore\spritesheets\head\faces\look_r\dark_green.png,rare,0,gacha
head,faces,look_r,fur_black,Look_R Faces Fur_Black,faces_look_r_fur_black,\AssetsStore\spritesheets\head\faces\look_r\fur_black.png,common,3,store
head,faces,look_r,fur_brown,Look_R Faces Fur_Brown,faces_look_r_fur_brown,\AssetsStore\spritesheets\head\faces\look_r\fur_brown.png,common,3,store
head,faces,look_r,fur_copper,Look_R Faces Fur_Copper,faces_look_r_fur_copper,\AssetsStore\spritesheets\head\faces\look_r\fur_copper.png,epic,0,gacha
head,faces,look_r,fur_gold,Look_R Faces Fur_Gold,faces_look_r_fur_gold,\AssetsStore\spritesheets\head\faces\look_r\fur_gold.png,legendary,0,gacha
head,faces,look_r,fur_grey,Look_R Faces Fur_Grey,faces_look_r_fur_grey,\AssetsStore\spritesheets\head\faces\look_r\fur_grey.png,common,3,store
head,faces,look_r,fur_tan,Look_R Faces Fur_Tan,faces_look_r_fur_tan,\AssetsStore\spritesheets\head\faces\look_r\fur_tan.png,common,3,store
head,faces,look_r,fur_white,Look_R Faces Fur_White,faces_look_r_fur_white,\AssetsStore\spritesheets\head\faces\look_r\fur_white.png,common,3,store
head,faces,look_r,green,Look_R Faces Green,faces_look_r_green,\AssetsStore\spritesheets\head\faces\look_r\green.png,rare,0,gacha
head,faces,look_r,lavender,Look_R Faces Lavender,faces_look_r_lavender,\AssetsStore\spritesheets\head\faces\look_r\lavender.png,epic,0,gacha
head,faces,look_r,light,Look_R Faces Light,faces_look_r_light,\AssetsStore\spritesheets\head\faces\look_r\light.png,common,3,store
head,faces,look_r,olive,Look_R Faces Olive,faces_look_r_olive,\AssetsStore\spritesheets\head\faces\look_r\olive.png,rare,0,gacha
head,faces,look_r,pale_green,Look_R Faces Pale_Green,faces_look_r_pale_green,\AssetsStore\spritesheets\head\faces\look_r\pale_green.png,rare,0,gacha
head,faces,look_r,taupe,Look_R Faces Taupe,faces_look_r_taupe,\AssetsStore\spritesheets\head\faces\look_r\taupe.png,rare,0,gacha
head,faces,look_r,zombie,Look_R Faces Zombie,faces_look_r_zombie,\AssetsStore\spritesheets\head\faces\look_r\zombie.png,legendary,0,gacha
head,faces,look_r,zombie_green,Look_R Faces Zombie_Green,faces_look_r_zombie_green,\AssetsStore\spritesheets\head\faces\look_r\zombie_green.png,legendary,0,gacha
head,faces,look_l,amber,Look_L Faces Amber,faces_look_l_amber,\AssetsStore\spritesheets\head\faces\look_l\amber.png,rare,0,gacha
head,faces,look_l,black,Look_L Faces Black,faces_look_l_black,\AssetsStore\spritesheets\head\faces\look_l\black.png,common,3,store
head,faces,look_l,blue,Look_L Faces Blue,faces_look_l_blue,\AssetsStore\spritesheets\head\faces\look_l\blue.png,rare,0,gacha
head,faces,look_l,bright_green,Look_L Faces Bright_Green,faces_look_l_bright_green,\AssetsStore\spritesheets\head\faces\look_l\bright_green.png,epic,0,gacha
head,faces,look_l,bronze,Look_L Faces Bronze,faces_look_l_bronze,\AssetsStore\spritesheets\head\faces\look_l\bronze.png,epic,0,gacha
head,faces,look_l,brown,Look_L Faces Brown,faces_look_l_brown,\AssetsStore\spritesheets\head\faces\look_l\brown.png,common,3,store
head,faces,look_l,dark_green,Look_L Faces Dark_Green,faces_look_l_dark_green,\AssetsStore\spritesheets\head\faces\look_l\dark_green.png,rare,0,gacha
head,faces,look_l,fur_black,Look_L Faces Fur_Black,faces_look_l_fur_black,\AssetsStore\spritesheets\head\faces\look_l\fur_black.png,common,3,store
head,faces,look_l,fur_brown,Look_L Faces Fur_Brown,faces_look_l_fur_brown,\AssetsStore\spritesheets\head\faces\look_l\fur_brown.png,common,3,store
head,faces,look_l,fur_copper,Look_L Faces Fur_Copper,faces_look_l_fur_copper,\AssetsStore\spritesheets\head\faces\look_l\fur_copper.png,epic,0,gacha
head,faces,look_l,fur_gold,Look_L Faces Fur_Gold,faces_look_l_fur_gold,\AssetsStore\spritesheets\head\faces\look_l\fur_gold.png,legendary,0,gacha
head,faces,look_l,fur_grey,Look_L Faces Fur_Grey,faces_look_l_fur_grey,\AssetsStore\spritesheets\head\faces\look_l\fur_grey.png,common,3,store
head,faces,look_l,fur_tan,Look_L Faces Fur_Tan,faces_look_l_fur_tan,\AssetsStore\spritesheets\head\faces\look_l\fur_tan.png,common,3,store
head,faces,look_l,fur_white,Look_L Faces Fur_White,faces_look_l_fur_white,\AssetsStore\spritesheets\head\faces\look_l\fur_white.png,common,3,store
head,faces,look_l,green,Look_L Faces Green,faces_look_l_green,\AssetsStore\spritesheets\head\faces\look_l\green.png,rare,0,gacha
head,faces,look_l,lavender,Look_L Faces Lavender,faces_look_l_lavender,\AssetsStore\spritesheets\head\faces\look_l\lavender.png,epic,0,gacha
head,faces,look_l,light,Look_L Faces Light,faces_look_l_light,\AssetsStore\spritesheets\head\faces\look_l\light.png,common,3,store
head,faces,look_l,olive,Look_L Faces Olive,faces_look_l_olive,\AssetsStore\spritesheets\head\faces\look_l\olive.png,rare,0,gacha
head,faces,look_l,pale_green,Look_L Faces Pale_Green,faces_look_l_pale_green,\AssetsStore\spritesheets\head\faces\look_l\pale_green.png,rare,0,gacha
head,faces,look_l,taupe,Look_L Faces Taupe,faces_look_l_taupe,\AssetsStore\spritesheets\head\faces\look_l\taupe.png,rare,0,gacha
head,faces,look_l,zombie,Look_L Faces Zombie,faces_look_l_zombie,\AssetsStore\spritesheets\head\faces\look_l\zombie.png,legendary,0,gacha
head,faces,look_l,zombie_green,Look_L Faces Zombie_Green,faces_look_l_zombie_green,\AssetsStore\spritesheets\head\faces\look_l\zombie_green.png,legendary,0,gacha
head,faces,happy,amber,Happy Faces Amber,faces_happy_amber,\AssetsStore\spritesheets\head\faces\happy\amber.png,rare,0,gacha
head,faces,happy,black,Happy Faces Black,faces_happy_black,\AssetsStore\spritesheets\head\faces\happy\black.png,common,3,store
head,faces,happy,blue,Happy Faces Blue,faces_happy_blue,\AssetsStore\spritesheets\head\faces\happy\blue.png,rare,0,gacha
head,faces,happy,bright_green,Happy Faces Bright_Green,faces_happy_bright_green,\AssetsStore\spritesheets\head\faces\happy\bright_green.png,epic,0,gacha
head,faces,happy,bronze,Happy Faces Bronze,faces_happy_bronze,\AssetsStore\spritesheets\head\faces\happy\bronze.png,epic,0,gacha
head,faces,happy,brown,Happy Faces Brown,faces_happy_brown,\AssetsStore\spritesheets\head\faces\happy\brown.png,common,3,store
head,faces,happy,dark_green,Happy Faces Dark_Green,faces_happy_dark_green,\AssetsStore\spritesheets\head\faces\happy\dark_green.png,rare,0,gacha
head,faces,happy,fur_black,Happy Faces Fur_Black,faces_happy_fur_black,\AssetsStore\spritesheets\head\faces\happy\fur_black.png,common,3,store
head,faces,happy,fur_brown,Happy Faces Fur_Brown,faces_happy_fur_brown,\AssetsStore\spritesheets\head\faces\happy\fur_brown.png,common,3,store
head,faces,happy,fur_copper,Happy Faces Fur_Copper,faces_happy_fur_copper,\AssetsStore\spritesheets\head\faces\happy\fur_copper.png,epic,0,gacha
head,faces,happy,fur_gold,Happy Faces Fur_Gold,faces_happy_fur_gold,\AssetsStore\spritesheets\head\faces\happy\fur_gold.png,legendary,0,gacha
head,faces,happy,fur_grey,Happy Faces Fur_Grey,faces_happy_fur_grey,\AssetsStore\spritesheets\head\faces\happy\fur_grey.png,common,3,store
head,faces,happy,fur_tan,Happy Faces Fur_Tan,faces_happy_fur_tan,\AssetsStore\spritesheets\head\faces\happy\fur_tan.png,common,3,store
head,faces,happy,fur_white,Happy Faces Fur_White,faces_happy_fur_white,\AssetsStore\spritesheets\head\faces\happy\fur_white.png,common,3,store
head,faces,happy,green,Happy Faces Green,faces_happy_green,\AssetsStore\spritesheets\head\faces\happy\green.png,rare,0,gacha
head,faces,happy,lavender,Happy Faces Lavender,faces_happy_lavender,\AssetsStore\spritesheets\head\faces\happy\lavender.png,epic,0,gacha
head,faces,happy,light,Happy Faces Light,faces_happy_light,\AssetsStore\spritesheets\head\faces\happy\light.png,common,3,store
head,faces,happy,olive,Happy Faces Olive,faces_happy_olive,\AssetsStore\spritesheets\head\faces\happy\olive.png,rare,0,gacha
head,faces,happy,pale_green,Happy Faces Pale_Green,faces_happy_pale_green,\AssetsStore\spritesheets\head\faces\happy\pale_green.png,rare,0,gacha
head,faces,happy,taupe,Happy Faces Taupe,faces_happy_taupe,\AssetsStore\spritesheets\head\faces\happy\taupe.png,rare,0,gacha
head,faces,happy,zombie,Happy Faces Zombie,faces_happy_zombie,\AssetsStore\spritesheets\head\faces\happy\zombie.png,legendary,0,gacha
head,faces,happy,zombie_green,Happy Faces Zombie_Green,faces_happy_zombie_green,\AssetsStore\spritesheets\head\faces\happy\zombie_green.png,legendary,0,gacha
head,faces,eyeroll,amber,Eyeroll Faces Amber,faces_eyeroll_amber,\AssetsStore\spritesheets\head\faces\eyeroll\amber.png,rare,0,gacha
head,faces,eyeroll,black,Eyeroll Faces Black,faces_eyeroll_black,\AssetsStore\spritesheets\head\faces\eyeroll\black.png,common,3,store
head,faces,eyeroll,blue,Eyeroll Faces Blue,faces_eyeroll_blue,\AssetsStore\spritesheets\head\faces\eyeroll\blue.png,rare,0,gacha
head,faces,eyeroll,bright_green,Eyeroll Faces Bright_Green,faces_eyeroll_bright_green,\AssetsStore\spritesheets\head\faces\eyeroll\bright_green.png,epic,0,gacha
head,faces,eyeroll,bronze,Eyeroll Faces Bronze,faces_eyeroll_bronze,\AssetsStore\spritesheets\head\faces\eyeroll\bronze.png,epic,0,gacha
head,faces,eyeroll,brown,Eyeroll Faces Brown,faces_eyeroll_brown,\AssetsStore\spritesheets\head\faces\eyeroll\brown.png,common,3,store
head,faces,eyeroll,dark_green,Eyeroll Faces Dark_Green,faces_eyeroll_dark_green,\AssetsStore\spritesheets\head\faces\eyeroll\dark_green.png,rare,0,gacha
head,faces,eyeroll,fur_black,Eyeroll Faces Fur_Black,faces_eyeroll_fur_black,\AssetsStore\spritesheets\head\faces\eyeroll\fur_black.png,common,3,store
head,faces,eyeroll,fur_brown,Eyeroll Faces Fur_Brown,faces_eyeroll_fur_brown,\AssetsStore\spritesheets\head\faces\eyeroll\fur_brown.png,common,3,store
head,faces,eyeroll,fur_copper,Eyeroll Faces Fur_Copper,faces_eyeroll_fur_copper,\AssetsStore\spritesheets\head\faces\eyeroll\fur_copper.png,epic,0,gacha
head,faces,eyeroll,fur_gold,Eyeroll Faces Fur_Gold,faces_eyeroll_fur_gold,\AssetsStore\spritesheets\head\faces\eyeroll\fur_gold.png,legendary,0,gacha
head,faces,eyeroll,fur_grey,Eyeroll Faces Fur_Grey,faces_eyeroll_fur_grey,\AssetsStore\spritesheets\head\faces\eyeroll\fur_grey.png,common,3,store
head,faces,eyeroll,fur_tan,Eyeroll Faces Fur_Tan,faces_eyeroll_fur_tan,\AssetsStore\spritesheets\head\faces\eyeroll\fur_tan.png,common,3,store
head,faces,eyeroll,fur_white,Eyeroll Faces Fur_White,faces_eyeroll_fur_white,\AssetsStore\spritesheets\head\faces\eyeroll\fur_white.png,common,3,store
head,faces,eyeroll,green,Eyeroll Faces Green,faces_eyeroll_green,\AssetsStore\spritesheets\head\faces\eyeroll\green.png,rare,0,gacha
head,faces,eyeroll,lavender,Eyeroll Faces Lavender,faces_eyeroll_lavender,\AssetsStore\spritesheets\head\faces\eyeroll\lavender.png,epic,0,gacha
head,faces,eyeroll,light,Eyeroll Faces Light,faces_eyeroll_light,\AssetsStore\spritesheets\head\faces\eyeroll\light.png,common,3,store
head,faces,eyeroll,olive,Eyeroll Faces Olive,faces_eyeroll_olive,\AssetsStore\spritesheets\head\faces\eyeroll\olive.png,rare,0,gacha
head,faces,eyeroll,pale_green,Eyeroll Faces Pale_Green,faces_eyeroll_pale_green,\AssetsStore\spritesheets\head\faces\eyeroll\pale_green.png,rare,0,gacha
head,faces,eyeroll,taupe,Eyeroll Faces Taupe,faces_eyeroll_taupe,\AssetsStore\spritesheets\head\faces\eyeroll\taupe.png,rare,0,gacha
head,faces,eyeroll,zombie,Eyeroll Faces Zombie,faces_eyeroll_zombie,\AssetsStore\spritesheets\head\faces\eyeroll\zombie.png,legendary,0,gacha
head,faces,eyeroll,zombie_green,Eyeroll Faces Zombie_Green,faces_eyeroll_zombie_green,\AssetsStore\spritesheets\head\faces\eyeroll\zombie_green.png,legendary,0,gacha
head,faces,closing,amber,Closing Faces Amber,faces_closing_amber,\AssetsStore\spritesheets\head\faces\closing\amber.png,rare,0,gacha
head,faces,closing,black,Closing Faces Black,faces_closing_black,\AssetsStore\spritesheets\head\faces\closing\black.png,common,3,store
head,faces,closing,blue,Closing Faces Blue,faces_closing_blue,\AssetsStore\spritesheets\head\faces\closing\blue.png,rare,0,gacha
head,faces,closing,bright_green,Closing Faces Bright_Green,faces_closing_bright_green,\AssetsStore\spritesheets\head\faces\closing\bright_green.png,epic,0,gacha
head,faces,closing,bronze,Closing Faces Bronze,faces_closing_bronze,\AssetsStore\spritesheets\head\faces\closing\bronze.png,epic,0,gacha
head,faces,closing,brown,Closing Faces Brown,faces_closing_brown,\AssetsStore\spritesheets\head\faces\closing\brown.png,common,3,store
head,faces,closing,dark_green,Closing Faces Dark_Green,faces_closing_dark_green,\AssetsStore\spritesheets\head\faces\closing\dark_green.png,rare,0,gacha
head,faces,closing,fur_black,Closing Faces Fur_Black,faces_closing_fur_black,\AssetsStore\spritesheets\head\faces\closing\fur_black.png,common,3,store
head,faces,closing,fur_brown,Closing Faces Fur_Brown,faces_closing_fur_brown,\AssetsStore\spritesheets\head\faces\closing\fur_brown.png,common,3,store
head,faces,closing,fur_copper,Closing Faces Fur_Copper,faces_closing_fur_copper,\AssetsStore\spritesheets\head\faces\closing\fur_copper.png,epic,0,gacha
head,faces,closing,fur_gold,Closing Faces Fur_Gold,faces_closing_fur_gold,\AssetsStore\spritesheets\head\faces\closing\fur_gold.png,legendary,0,gacha
head,faces,closing,fur_grey,Closing Faces Fur_Grey,faces_closing_fur_grey,\AssetsStore\spritesheets\head\faces\closing\fur_grey.png,common,3,store
head,faces,closing,fur_tan,Closing Faces Fur_Tan,faces_closing_fur_tan,\AssetsStore\spritesheets\head\faces\closing\fur_tan.png,common,3,store
head,faces,closing,fur_white,Closing Faces Fur_White,faces_closing_fur_white,\AssetsStore\spritesheets\head\faces\closing\fur_white.png,common,3,store
head,faces,closing,green,Closing Faces Green,faces_closing_green,\AssetsStore\spritesheets\head\faces\closing\green.png,rare,0,gacha
head,faces,closing,lavender,Closing Faces Lavender,faces_closing_lavender,\AssetsStore\spritesheets\head\faces\closing\lavender.png,epic,0,gacha
head,faces,closing,light,Closing Faces Light,faces_closing_light,\AssetsStore\spritesheets\head\faces\closing\light.png,common,3,store
head,faces,closing,olive,Closing Faces Olive,faces_closing_olive,\AssetsStore\spritesheets\head\faces\closing\olive.png,rare,0,gacha
head,faces,closing,pale_green,Closing Faces Pale_Green,faces_closing_pale_green,\AssetsStore\spritesheets\head\faces\closing\pale_green.png,rare,0,gacha
head,faces,closing,taupe,Closing Faces Taupe,faces_closing_taupe,\AssetsStore\spritesheets\head\faces\closing\taupe.png,rare,0,gacha
head,faces,closing,zombie,Closing Faces Zombie,faces_closing_zombie,\AssetsStore\spritesheets\head\faces\closing\zombie.png,legendary,0,gacha
head,faces,closing,zombie_green,Closing Faces Zombie_Green,faces_closing_zombie_green,\AssetsStore\spritesheets\head\faces\closing\zombie_green.png,legendary,0,gacha
head,faces,closed,amber,Closed Faces Amber,faces_closed_amber,\AssetsStore\spritesheets\head\faces\closed\amber.png,rare,0,gacha
head,faces,closed,black,Closed Faces Black,faces_closed_black,\AssetsStore\spritesheets\head\faces\closed\black.png,common,3,store
head,faces,closed,blue,Closed Faces Blue,faces_closed_blue,\AssetsStore\spritesheets\head\faces\closed\blue.png,rare,0,gacha
head,faces,closed,bright_green,Closed Faces Bright_Green,faces_closed_bright_green,\AssetsStore\spritesheets\head\faces\closed\bright_green.png,epic,0,gacha
head,faces,closed,bronze,Closed Faces Bronze,faces_closed_bronze,\AssetsStore\spritesheets\head\faces\closed\bronze.png,epic,0,gacha
head,faces,closed,brown,Closed Faces Brown,faces_closed_brown,\AssetsStore\spritesheets\head\faces\closed\brown.png,common,3,store
head,faces,closed,dark_green,Closed Faces Dark_Green,faces_closed_dark_green,\AssetsStore\spritesheets\head\faces\closed\dark_green.png,rare,0,gacha
head,faces,closed,fur_black,Closed Faces Fur_Black,faces_closed_fur_black,\AssetsStore\spritesheets\head\faces\closed\fur_black.png,common,3,store
head,faces,closed,fur_brown,Closed Faces Fur_Brown,faces_closed_fur_brown,\AssetsStore\spritesheets\head\faces\closed\fur_brown.png,common,3,store
head,faces,closed,fur_copper,Closed Faces Fur_Copper,faces_closed_fur_copper,\AssetsStore\spritesheets\head\faces\closed\fur_copper.png,epic,0,gacha
head,faces,closed,fur_gold,Closed Faces Fur_Gold,faces_closed_fur_gold,\AssetsStore\spritesheets\head\faces\closed\fur_gold.png,legendary,0,gacha
head,faces,closed,fur_grey,Closed Faces Fur_Grey,faces_closed_fur_grey,\AssetsStore\spritesheets\head\faces\closed\fur_grey.png,common,3,store
head,faces,closed,fur_tan,Closed Faces Fur_Tan,faces_closed_fur_tan,\AssetsStore\spritesheets\head\faces\closed\fur_tan.png,common,3,store
head,faces,closed,fur_white,Closed Faces Fur_White,faces_closed_fur_white,\AssetsStore\spritesheets\head\faces\closed\fur_white.png,common,3,store
head,faces,closed,green,Closed Faces Green,faces_closed_green,\AssetsStore\spritesheets\head\faces\closed\green.png,rare,0,gacha
head,faces,closed,lavender,Closed Faces Lavender,faces_closed_lavender,\AssetsStore\spritesheets\head\faces\closed\lavender.png,epic,0,gacha
head,faces,closed,light,Closed Faces Light,faces_closed_light,\AssetsStore\spritesheets\head\faces\closed\light.png,common,3,store
head,faces,closed,olive,Closed Faces Olive,faces_closed_olive,\AssetsStore\spritesheets\head\faces\closed\olive.png,rare,0,gacha
head,faces,closed,pale_green,Closed Faces Pale_Green,faces_closed_pale_green,\AssetsStore\spritesheets\head\faces\closed\pale_green.png,rare,0,gacha
head,faces,closed,taupe,Closed Faces Taupe,faces_closed_taupe,\AssetsStore\spritesheets\head\faces\closed\taupe.png,rare,0,gacha
head,faces,closed,zombie,Closed Faces Zombie,faces_closed_zombie,\AssetsStore\spritesheets\head\faces\closed\zombie.png,legendary,0,gacha
head,faces,closed,zombie_green,Closed Faces Zombie_Green,faces_closed_zombie_green,\AssetsStore\spritesheets\head\faces\closed\zombie_green.png,legendary,0,gacha
head,faces,blush,amber,Blush Faces Amber,faces_blush_amber,\AssetsStore\spritesheets\head\faces\blush\amber.png,rare,0,gacha
head,faces,blush,black,Blush Faces Black,faces_blush_black,\AssetsStore\spritesheets\head\faces\blush\black.png,common,3,store
head,faces,blush,blue,Blush Faces Blue,faces_blush_blue,\AssetsStore\spritesheets\head\faces\blush\blue.png,rare,0,gacha
head,faces,blush,bright_green,Blush Faces Bright_Green,faces_blush_bright_green,\AssetsStore\spritesheets\head\faces\blush\bright_green.png,epic,0,gacha
head,faces,blush,bronze,Blush Faces Bronze,faces_blush_bronze,\AssetsStore\spritesheets\head\faces\blush\bronze.png,epic,0,gacha
head,faces,blush,brown,Blush Faces Brown,faces_blush_brown,\AssetsStore\spritesheets\head\faces\blush\brown.png,common,3,store
head,faces,blush,dark_green,Blush Faces Dark_Green,faces_blush_dark_green,\AssetsStore\spritesheets\head\faces\blush\dark_green.png,rare,0,gacha
head,faces,blush,fur_black,Blush Faces Fur_Black,faces_blush_fur_black,\AssetsStore\spritesheets\head\faces\blush\fur_black.png,common,3,store
head,faces,blush,fur_brown,Blush Faces Fur_Brown,faces_blush_fur_brown,\AssetsStore\spritesheets\head\faces\blush\fur_brown.png,common,3,store
head,faces,blush,fur_copper,Blush Faces Fur_Copper,faces_blush_fur_copper,\AssetsStore\spritesheets\head\faces\blush\fur_copper.png,epic,0,gacha
head,faces,blush,fur_gold,Blush Faces Fur_Gold,faces_blush_fur_gold,\AssetsStore\spritesheets\head\faces\blush\fur_gold.png,legendary,0,gacha
head,faces,blush,fur_grey,Blush Faces Fur_Grey,faces_blush_fur_grey,\AssetsStore\spritesheets\head\faces\blush\fur_grey.png,common,3,store
head,faces,blush,fur_tan,Blush Faces Fur_Tan,faces_blush_fur_tan,\AssetsStore\spritesheets\head\faces\blush\fur_tan.png,common,3,store
head,faces,blush,fur_white,Blush Faces Fur_White,faces_blush_fur_white,\AssetsStore\spritesheets\head\faces\blush\fur_white.png,common,3,store
head,faces,blush,green,Blush Faces Green,faces_blush_green,\AssetsStore\spritesheets\head\faces\blush\green.png,rare,0,gacha
head,faces,blush,lavender,Blush Faces Lavender,faces_blush_lavender,\AssetsStore\spritesheets\head\faces\blush\lavender.png,epic,0,gacha
head,faces,blush,light,Blush Faces Light,faces_blush_light,\AssetsStore\spritesheets\head\faces\blush\light.png,common,3,store
head,faces,blush,olive,Blush Faces Olive,faces_blush_olive,\AssetsStore\spritesheets\head\faces\blush\olive.png,rare,0,gacha
head,faces,blush,pale_green,Blush Faces Pale_Green,faces_blush_pale_green,\AssetsStore\spritesheets\head\faces\blush\pale_green.png,rare,0,gacha
head,faces,blush,taupe,Blush Faces Taupe,faces_blush_taupe,\AssetsStore\spritesheets\head\faces\blush\taupe.png,rare,0,gacha
head,faces,blush,zombie,Blush Faces Zombie,faces_blush_zombie,\AssetsStore\spritesheets\head\faces\blush\zombie.png,legendary,0,gacha
head,faces,blush,zombie_green,Blush Faces Zombie_Green,faces_blush_zombie_green,\AssetsStore\spritesheets\head\faces\blush\zombie_green.png,legendary,0,gacha
head,faces,anger,amber,Anger Faces Amber,faces_anger_amber,\AssetsStore\spritesheets\head\faces\anger\amber.png,rare,0,gacha
head,faces,anger,black,Anger Faces Black,faces_anger_black,\AssetsStore\spritesheets\head\faces\anger\black.png,common,3,store
head,faces,anger,blue,Anger Faces Blue,faces_anger_blue,\AssetsStore\spritesheets\head\faces\anger\blue.png,rare,0,gacha
head,faces,anger,bright_green,Anger Faces Bright_Green,faces_anger_bright_green,\AssetsStore\spritesheets\head\faces\anger\bright_green.png,epic,0,gacha
head,faces,anger,bronze,Anger Faces Bronze,faces_anger_bronze,\AssetsStore\spritesheets\head\faces\anger\bronze.png,epic,0,gacha
head,faces,anger,brown,Anger Faces Brown,faces_anger_brown,\AssetsStore\spritesheets\head\faces\anger\brown.png,common,3,store
head,faces,anger,dark_green,Anger Faces Dark_Green,faces_anger_dark_green,\AssetsStore\spritesheets\head\faces\anger\dark_green.png,rare,0,gacha
head,faces,anger,fur_black,Anger Faces Fur_Black,faces_anger_fur_black,\AssetsStore\spritesheets\head\faces\anger\fur_black.png,common,3,store
head,faces,anger,fur_brown,Anger Faces Fur_Brown,faces_anger_fur_brown,\AssetsStore\spritesheets\head\faces\anger\fur_brown.png,common,3,store
head,faces,anger,fur_copper,Anger Faces Fur_Copper,faces_anger_fur_copper,\AssetsStore\spritesheets\head\faces\anger\fur_copper.png,epic,0,gacha
head,faces,anger,fur_gold,Anger Faces Fur_Gold,faces_anger_fur_gold,\AssetsStore\spritesheets\head\faces\anger\fur_gold.png,legendary,0,gacha
head,faces,anger,fur_grey,Anger Faces Fur_Grey,faces_anger_fur_grey,\AssetsStore\spritesheets\head\faces\anger\fur_grey.png,common,3,store
head,faces,anger,fur_tan,Anger Faces Fur_Tan,faces_anger_fur_tan,\AssetsStore\spritesheets\head\faces\anger\fur_tan.png,common,3,store
head,faces,anger,fur_white,Anger Faces Fur_White,faces_anger_fur_white,\AssetsStore\spritesheets\head\faces\anger\fur_white.png,common,3,store
head,faces,anger,green,Anger Faces Green,faces_anger_green,\AssetsStore\spritesheets\head\faces\anger\green.png,rare,0,gacha
head,faces,anger,lavender,Anger Faces Lavender,faces_anger_lavender,\AssetsStore\spritesheets\head\faces\anger\lavender.png,epic,0,gacha
head,faces,anger,light,Anger Faces Light,faces_anger_light,\AssetsStore\spritesheets\head\faces\anger\light.png,common,3,store
head,faces,anger,olive,Anger Faces Olive,faces_anger_olive,\AssetsStore\spritesheets\head\faces\anger\olive.png,rare,0,gacha
head,faces,anger,pale_green,Anger Faces Pale_Green,faces_anger_pale_green,\AssetsStore\spritesheets\head\faces\anger\pale_green.png,rare,0,gacha
head,faces,anger,taupe,Anger Faces Taupe,faces_anger_taupe,\AssetsStore\spritesheets\head\faces\anger\taupe.png,rare,0,gacha
head,faces,anger,zombie,Anger Faces Zombie,faces_anger_zombie,\AssetsStore\spritesheets\head\faces\anger\zombie.png,legendary,0,gacha
head,faces,anger,zombie_green,Anger Faces Zombie_Green,faces_anger_zombie_green,\AssetsStore\spritesheets\head\faces\anger\zombie_green.png,legendary,0,gacha
head,eyes,shock,blue,Shock Eyes Blue,eyes_shock_blue,\AssetsStore\spritesheets\head\eyes\shock\blue.png,rare,0,gacha
head,eyes,shock,brown,Shock Eyes Brown,eyes_shock_brown,\AssetsStore\spritesheets\head\eyes\shock\brown.png,common,3,store
head,eyes,shock,gray,Shock Eyes Gray,eyes_shock_gray,\AssetsStore\spritesheets\head\eyes\shock\gray.png,common,3,store
head,eyes,shock,green,Shock Eyes Green,eyes_shock_green,\AssetsStore\spritesheets\head\eyes\shock\green.png,rare,0,gacha
head,eyes,shock,orange,Shock Eyes Orange,eyes_shock_orange,\AssetsStore\spritesheets\head\eyes\shock\orange.png,common,3,store
head,eyes,shock,purple,Shock Eyes Purple,eyes_shock_purple,\AssetsStore\spritesheets\head\eyes\shock\purple.png,rare,0,gacha
